,DATE,AUTHOR,TEXT,FAVORITE,YEAR,MANUFACTURER,MODEL,LABEL
12831,11/20/2008,Evan,"I've had my new Ram for 1,200 miles and so far no problems. I've towed a tandem trailer with ease and the ride has been very acceptable. The seats are firm but comfortable. Love the storage behind the seats. The stereo sounds wonderful. I average 13.7mpg with trailer and 14.9 without. Lots of hills to traverse. The exhaust brake is fabulous. Run it all the time. So long as you get the truck out on the open road at freeway speed for 45 minutes periodically, the emission system will regen. It's a better and safer system than Ford or Chevy which uses diesel fuel to burn the particulates off. Their fuel mileage suffers for it. Look what happened to Ford and the famous flame out the tailpipe incident",Round control knobs on dash. Quiet interior. Exhaust brake. Illuminated cup holders. Hands free communication. Six speed transmission. Thoughtful storage. Solid sounding doors.,2008,dodge,ram pickup 2500,4
5666,05/24/2008,katherine,"Searched and checked out all the small SUVs and found the rogue to have the best combination of comfort, options, quality and price. Compared it to the Honda CRV and Toyota RAV4, test drove those and then finally the drove the Rogue--hands down the better driving experience, sometimes I forget that I am in an SUV and not a car!","The seats are super comfortable, drives like a car, good gas mileage for its class and love the bose stereo!",2008,nissan,rogue,5
7534,09/11/2007,shamanza,"Just drove this car today during a torrential storm. It was like driving an SUV. Whatever the reviews say, take one for a drive and see for yourself. Where else can you get Vehicle Stability Control, a Toyota Corolla engine, great sound, a cool look and a hatchback to boot for quite a good price? It's a great little car, for the money.","Black exterior, iPod connector, comfortable seats, great sound.",2008,scion,xd,4
3386,06/09/2008,VT Prius Fan,"I purchased my 2008 Prius in November of 2007 and now have just over 12,000 miles on it. I average between 46 and 50 mpg. It does a little better on highway trips. The car has plenty of room too. In March I took a trip with three other people to Charleston, SC from Ashburn, VA. With four people in the car + luggage the Prius averaged 47 mpg. I cannot say enough good things about this car. Since I have purchased my Prius at least 4 co-workers have purchased hybrid cars because they were so impressed with mine. If you are looking for a new car, go ahead and buy a Prius. You will not regret it.","Gas mileage. Plenty of storage space. Very ""green"" car.",2008,toyota,prius,5
19154,08/27/2007,07 Civic SI Sedan,"I'm a bit disappointed with my 07 SI Sedan. I've had several problems with it. Tons and tons of interior rattles that can never be fixed, buzzing in the speakers, and now my 2nd gear is grinding like crazy. 2nd and 3rd gear issues are VERY common on these cars, and I'm now having trouble engaging 2nd gear at high RPMs, which is where the SI lives. The car is fun to drive, although it doesn't deliver what it should for its price. At almost 5k cheaper, you get the cobalt SS/ion redline with more performance. For a mere 1-2 thousand more, you get the mazdaspeed3/GTI which has a LOT more spunk and refinement to it. I would suggest checking out the Mazdaspeed3/gti before buying the Honda, sadly.","Place of controls in the interior, high revving engine, flat torque curve, great gas mileage (average 29-31), awesome seats, vtec, the sound of the stock exhaust (makes a beautiful sound)",2007,honda,civic,2
5371,12/27/2008,DrDrewOSU,"Check out the Sonata, I love mine and I am very glad about my decision to purchase it. And I don't say that lightly. I'm a 12 out of ten when it comes to being particular about my vehicle. See it for yourself, I think you will be impressed. Azera and Genesis here I come!","Skidadels, leather, homelink, crazy mad warranty...which I HAVEN'T NEEDED!",2008,hyundai,sonata,5
22756,12/11/2007,R and R,This is a wonderful SUV with all the features you would expect from a luxury model vehicle. Best gas mileage compared to other luxury SUV.,"High tech and comfort features: auto dim and tilt down side mirrors, memory setting seats, powered lift tail-gate with remote, auto windshield wipers, lots of cabin lighting, cup holders. Lights up when entering or exiting, sunroof, and excellent gas mileage.",2007,lexus,rx 350,5
22805,07/27/2006,Mark,Have had it for two months. Great SUV to drive. Very comfortable ride. MPG is better than other 6 cyl SUVs. Goodyear tires a bit noisy on concrete. High intensity lights are great at night. Bluetooth is great. Owner's manual is very good and describes all the features. Navigation should be a standard feature. It's worth the extra cost.,Navigation and rear power door. Navigation system is very accurate and full of extra features.,2007,lexus,rx 350,5
4106,06/26/2009,drnhrtwl,"I'm a college student and this is definitely great for that. I bought it new. Once I got an oil change and rotated the tires it drove like a dream. It survived a harsh winter and still holds up. You might need better tires for the snow. I wish the speaker system was a bit better. Also there's a design flaw that causes the windshield to whistle from an air pocket when I drive on the highway. Also the check engine light is on and I've only had the car for a year. The car is really roomy despite its outward appearance. It's definitely a good car. Oh yeah, amazing gas mileage! Saves me money!","Glasses holder, Nice open dashboard.",2008,chevrolet,aveo,4
4435,04/28/2008,CMT,"My husband and I purchased our second Civic about a week ago. Since the very first moment I drove it off the lot, I have heard incessant rattling. I tried various things to get it to stop like moving the headrests, slamming the back seat to make sure it was locked in. Nothing worked. I scheduled a service appt. this past Friday and was told, yes, they acknowledge the rattle and even went so far as to tell me it is coming from the seat belt tensioner, but that it cannot be fixed. Listening to the rattle takes all the fun out of driving the car. I want to be excited about my new car, but I can't. We own a 2007 civic also and that is very quiet - no rattles. Shouldn't they fix it?","I love the look of it and it drives pretty nicely, except for the awful rattle, I have no complaints.",2008,honda,civic,3
21391,06/19/2007,Robert,"We looked at everything in a 7 passenger configuration, at the end we where left with the CX9, Honda Oddyssey, and Audi Q7. The Mazda beats them on almost every level. If this car had captains chairs it would have no comparison, not even the Acadia/Outlook.","Key, AC system, look and feel. Big, without feeling like a big car. We had a BMX X3, and the ride is almost as fun, yet with a newborn and a 2 year old, there is no need for so much driving excitement.",2007,mazda,cx-9,4
9473,05/03/2008,asasimone,"When I had to look for an SUV to replace my 05 Range Rover, I wanted something smaller and hopefully with a bit better fuel economy. I had already leased a BMW X5 and didn't really love it-it was very heavy and ""trucky"". The Lexus R was sort of cheap feeling and I believe if you buy a Lexus or Infiniti, you are paying for the badge not the quality. I thought I would miss the luxury of the Rover, but from the moment I p/u my car I have not looked back. It handles beautifully, feels more like a car, much better mileage already w/o breaking in. The only thing better on the Rover was the navigation.","Smooth ride, seat comfort, rear camera.",2008,mercedes-benz,m-class,4
